sample id,region id,cell id,movie id,global_start_frame,path
20250813-1,7,336,1,440,20250813-1/000336-1.npy
20250813-1,7,336,2,460,20250813-1/000336-2.npy
20250813-1,7,337,0,420,20250813-1/000337-0.npy
20250813-1,7,337,1,440,20250813-1/000337-1.npy
20250813-1,7,337,2,460,20250813-1/000337-2.npy
20250813-1,7,338,0,420,20250813-1/000338-0.npy
20250813-1,7,338,1,440,20250813-1/000338-1.npy
20250813-1,7,338,2,460,20250813-1/000338-2.npy
20250813-1,7,339,0,420,20250813-1/000339-0.npy
20250813-1,7,339,1,440,20250813-1/000339-1.npy
20250813-1,7,339,2,460,20250813-1/000339-2.npy
20250813-1,7,340,0,420,20250813-1/000340-0.npy
20250813-1,7,340,1,440,20250813-1/000340-1.npy
20250813-1,7,340,2,460,20250813-1/000340-2.npy
20250813-1,7,341,0,420,20250813-1/000341-0.npy
20250813-1,7,341,1,440,20250813-1/000341-1.npy
20250813-1,7,341,2,460,20250813-1/000341-2.npy
20250813-1,7,342,0,420,20250813-1/000342-0.npy
20250813-1,7,342,1,440,20250813-1/000342-1.npy
20250813-1,7,342,2,460,20250813-1/000342-2.npy
20250813-1,7,343,0,420,20250813-1/000343-0.npy
20250813-1,7,343,1,440,20250813-1/000343-1.npy
20250813-1,7,343,2,460,20250813-1/000343-2.npy
20250813-1,7,344,0,420,20250813-1/000344-0.npy
20250813-1,7,344,1,440,20250813-1/000344-1.npy
20250813-1,7,344,2,460,20250813-1/000344-2.npy
20250813-1,7,345,0,420,20250813-1/000345-0.npy
20250813-1,7,345,1,440,20250813-1/000345-1.npy
20250813-1,7,345,2,460,20250813-1/000345-2.npy
20250813-1,7,346,0,420,20250813-1/000346-0.npy
20250813-1,7,346,1,440,20250813-1/000346-1.npy
20250813-1,7,346,2,460,20250813-1/000346-2.npy
20250813-1,7,347,0,420,20250813-1/000347-0.npy
20250813-1,7,347,1,440,20250813-1/000347-1.npy
20250813-1,7,347,2,460,20250813-1/000347-2.npy
20250813-1,7,348,0,420,20250813-1/000348-0.npy
20250813-1,7,348,1,440,20250813-1/000348-1.npy
20250813-1,7,348,2,460,20250813-1/000348-2.npy
20250813-1,7,349,0,420,20250813-1/000349-0.npy
20250813-1,7,349,1,440,20250813-1/000349-1.npy
20250813-1,7,349,2,460,20250813-1/000349-2.npy
20250813-1,7,350,0,420,20250813-1/000350-0.npy
20250813-1,7,350,1,440,20250813-1/000350-1.npy
20250813-1,7,350,2,460,20250813-1/000350-2.npy
20250813-1,7,351,0,420,20250813-1/000351-0.npy
20250813-1,7,351,1,440,20250813-1/000351-1.npy
20250813-1,7,351,2,460,20250813-1/000351-2.npy
20250813-1,7,352,0,420,20250813-1/000352-0.npy
20250813-1,7,352,1,440,20250813-1/000352-1.npy
20250813-1,7,352,2,460,20250813-1/000352-2.npy
20250813-1,7,353,0,420,20250813-1/000353-0.npy
20250813-1,7,353,1,440,20250813-1/000353-1.npy
20250813-1,7,353,2,460,20250813-1/000353-2.npy
20250813-1,7,354,0,420,20250813-1/000354-0.npy
20250813-1,7,354,1,440,20250813-1/000354-1.npy
20250813-1,7,354,2,460,20250813-1/000354-2.npy
20250813-1,7,355,0,420,20250813-1/000355-0.npy
20250813-1,7,355,1,440,20250813-1/000355-1.npy
20250813-1,7,355,2,460,20250813-1/000355-2.npy
20250813-1,7,356,0,420,20250813-1/000356-0.npy
20250813-1,7,356,1,440,20250813-1/000356-1.npy
20250813-1,7,356,2,460,20250813-1/000356-2.npy
20250813-1,7,357,0,420,20250813-1/000357-0.npy
20250813-1,7,357,1,440,20250813-1/000357-1.npy
20250813-1,7,357,2,460,20250813-1/000357-2.npy
20250813-1,7,358,0,420,20250813-1/000358-0.npy
20250813-1,7,358,1,440,20250813-1/000358-1.npy
20250813-1,7,358,2,460,20250813-1/000358-2.npy
20250813-1,7,359,0,420,20250813-1/000359-0.npy
20250813-1,7,359,1,440,20250813-1/000359-1.npy
20250813-1,7,359,2,460,20250813-1/000359-2.npy
20250813-1,7,360,0,420,20250813-1/000360-0.npy
20250813-1,7,360,1,440,20250813-1/000360-1.npy
20250813-1,7,360,2,460,20250813-1/000360-2.npy
20250813-1,7,361,0,420,20250813-1/000361-0.npy
20250813-1,7,361,1,440,20250813-1/000361-1.npy
20250813-1,7,361,2,460,20250813-1/000361-2.npy
20250813-2,0,0,0,0,20250813-2/000000-0.npy
20250813-2,0,0,1,20,20250813-2/000000-1.npy
20250813-2,0,0,2,40,20250813-2/000000-2.npy
20250813-2,0,1,0,0,20250813-2/000001-0.npy
20250813-2,0,1,1,20,20250813-2/000001-1.npy
20250813-2,0,1,2,40,20250813-2/000001-2.npy
20250813-2,0,2,0,0,20250813-2/000002-0.npy
20250813-2,0,2,1,20,20250813-2/000002-1.npy
20250813-2,0,2,2,40,20250813-2/000002-2.npy
20250813-2,0,3,0,0,20250813-2/000003-0.npy
20250813-2,0,3,1,20,20250813-2/000003-1.npy
20250813-2,0,3,2,40,20250813-2/000003-2.npy
20250813-2,0,4,0,0,20250813-2/000004-0.npy
20250813-2,0,4,1,20,20250813-2/000004-1.npy
20250813-2,0,4,2,40,20250813-2/000004-2.npy
20250813-2,0,5,0,0,20250813-2/000005-0.npy
20250813-2,0,5,1,20,20250813-2/000005-1.npy
20250813-2,0,5,2,40,20250813-2/000005-2.npy
20250813-2,0,6,0,0,20250813-2/000006-0.npy
20250813-2,0,6,1,20,20250813-2/000006-1.npy
20250813-2,0,6,2,40,20250813-2/000006-2.npy
20250813-2,0,7,0,0,20250813-2/000007-0.npy
20250813-2,0,7,1,20,20250813-2/000007-1.npy
20250813-2,0,7,2,40,20250813-2/000007-2.npy
20250813-2,0,8,0,0,20250813-2/000008-0.npy
20250813-2,0,8,1,20,20250813-2/000008-1.npy
20250813-2,0,8,2,40,20250813-2/000008-2.npy
20250813-2,0,9,0,0,20250813-2/000009-0.npy
20250813-2,0,9,1,20,20250813-2/000009-1.npy
20250813-2,0,9,2,40,20250813-2/000009-2.npy
20250813-2,0,10,0,0,20250813-2/000010-0.npy
20250813-2,0,10,1,20,20250813-2/000010-1.npy
20250813-2,0,10,2,40,20250813-2/000010-2.npy
20250813-2,0,11,0,0,20250813-2/000011-0.npy
20250813-2,0,11,1,20,20250813-2/000011-1.npy
20250813-2,0,11,2,40,20250813-2/000011-2.npy
20250813-2,0,12,0,0,20250813-2/000012-0.npy
20250813-2,0,12,1,20,20250813-2/000012-1.npy
20250813-2,0,12,2,40,20250813-2/000012-2.npy
20250813-2,0,13,0,0,20250813-2/000013-0.npy
20250813-2,0,13,1,20,20250813-2/000013-1.npy
20250813-2,0,13,2,40,20250813-2/000013-2.npy
20250813-2,0,14,0,0,20250813-2/000014-0.npy
20250813-2,0,14,1,20,20250813-2/000014-1.npy
20250813-2,0,14,2,40,20250813-2/000014-2.npy
20250813-2,0,15,0,0,20250813-2/000015-0.npy
20250813-2,0,15,1,20,20250813-2/000015-1.npy
20250813-2,0,15,2,40,20250813-2/000015-2.npy
20250813-2,0,16,0,0,20250813-2/000016-0.npy
20250813-2,0,16,1,20,20250813-2/000016-1.npy
20250813-2,0,16,2,40,20250813-2/000016-2.npy
20250813-2,0,17,0,0,20250813-2/000017-0.npy
20250813-2,0,17,1,20,20250813-2/000017-1.npy
20250813-2,0,17,2,40,20250813-2/000017-2.npy
20250813-2,0,18,0,0,20250813-2/000018-0.npy
20250813-2,0,18,1,20,20250813-2/000018-1.npy
20250813-2,0,18,2,40,20250813-2/000018-2.npy
20250813-2,0,19,0,0,20250813-2/000019-0.npy
20250813-2,0,19,1,20,20250813-2/000019-1.npy
20250813-2,0,19,2,40,20250813-2/000019-2.npy
20250813-2,0,20,0,0,20250813-2/000020-0.npy
20250813-2,0,20,1,20,20250813-2/000020-1.npy
20250813-2,0,20,2,40,20250813-2/000020-2.npy
20250813-2,0,21,0,0,20250813-2/000021-0.npy
20250813-2,0,21,1,20,20250813-2/000021-1.npy
20250813-2,0,21,2,40,20250813-2/000021-2.npy
20250813-2,0,22,0,0,20250813-2/000022-0.npy
20250813-2,0,22,1,20,20250813-2/000022-1.npy
20250813-2,0,22,2,40,20250813-2/000022-2.npy
20250813-2,0,23,0,0,20250813-2/000023-0.npy
20250813-2,0,23,1,20,20250813-2/000023-1.npy
20250813-2,0,23,2,40,20250813-2/000023-2.npy
20250813-2,0,24,0,0,20250813-2/000024-0.npy
20250813-2,0,24,1,20,20250813-2/000024-1.npy
20250813-2,0,24,2,40,20250813-2/000024-2.npy
20250813-2,0,25,0,0,20250813-2/000025-0.npy
20250813-2,0,25,1,20,20250813-2/000025-1.npy
20250813-2,0,25,2,40,20250813-2/000025-2.npy
20250813-2,0,26,0,0,20250813-2/000026-0.npy
20250813-2,0,26,1,20,20250813-2/000026-1.npy
20250813-2,0,26,2,40,20250813-2/000026-2.npy
20250813-2,0,27,0,0,20250813-2/000027-0.npy
20250813-2,0,27,1,20,20250813-2/000027-1.npy
20250813-2,0,27,2,40,20250813-2/000027-2.npy
20250813-2,0,28,0,0,20250813-2/000028-0.npy
20250813-2,0,28,1,20,20250813-2/000028-1.npy
20250813-2,0,28,2,40,20250813-2/000028-2.npy
20250813-2,0,29,0,0,20250813-2/000029-0.npy
20250813-2,0,29,1,20,20250813-2/000029-1.npy
20250813-2,0,29,2,40,20250813-2/000029-2.npy
20250813-2,0,30,0,0,20250813-2/000030-0.npy
20250813-2,0,30,1,20,20250813-2/000030-1.npy
20250813-2,0,30,2,40,20250813-2/000030-2.npy
20250813-2,0,31,0,0,20250813-2/000031-0.npy
20250813-2,0,31,1,20,20250813-2/000031-1.npy
20250813-2,0,31,2,40,20250813-2/000031-2.npy
20250813-2,0,32,0,0,20250813-2/000032-0.npy
20250813-2,0,32,1,20,20250813-2/000032-1.npy
20250813-2,0,32,2,40,20250813-2/000032-2.npy
20250813-2,0,33,0,0,20250813-2/000033-0.npy
20250813-2,0,33,1,20,20250813-2/000033-1.npy
20250813-2,0,33,2,40,20250813-2/000033-2.npy
20250813-2,0,34,0,0,20250813-2/000034-0.npy
20250813-2,0,34,1,20,20250813-2/000034-1.npy
20250813-2,0,34,2,40,20250813-2/000034-2.npy
20250813-2,0,35,0,0,20250813-2/000035-0.npy
20250813-2,0,35,1,20,20250813-2/000035-1.npy
20250813-2,0,35,2,40,20250813-2/000035-2.npy
20250813-2,0,36,0,0,20250813-2/000036-0.npy
20250813-2,0,36,1,20,20250813-2/000036-1.npy
20250813-2,0,36,2,40,20250813-2/000036-2.npy
20250813-2,0,37,0,0,20250813-2/000037-0.npy
20250813-2,0,37,1,20,20250813-2/000037-1.npy
20250813-2,0,37,2,40,20250813-2/000037-2.npy
20250813-2,0,38,0,0,20250813-2/000038-0.npy
20250813-2,0,38,1,20,20250813-2/000038-1.npy
20250813-2,0,38,2,40,20250813-2/000038-2.npy
20250813-2,0,39,0,0,20250813-2/000039-0.npy
20250813-2,0,39,1,20,20250813-2/000039-1.npy
20250813-2,0,39,2,40,20250813-2/000039-2.npy
20250813-2,0,40,0,0,20250813-2/000040-0.npy
20250813-2,0,40,1,20,20250813-2/000040-1.npy
20250813-2,0,40,2,40,20250813-2/000040-2.npy
20250813-2,0,41,0,0,20250813-2/000041-0.npy
20250813-2,0,41,1,20,20250813-2/000041-1.npy
20250813-2,0,41,2,40,20250813-2/000041-2.npy
20250813-2,0,42,0,0,20250813-2/000042-0.npy
20250813-2,0,42,1,20,20250813-2/000042-1.npy
20250813-2,0,42,2,40,20250813-2/000042-2.npy
20250813-2,0,43,0,0,20250813-2/000043-0.npy
20250813-2,0,43,1,20,20250813-2/000043-1.npy
20250813-2,0,43,2,40,20250813-2/000043-2.npy
20250813-2,1,44,0,60,20250813-2/000044-0.npy
20250813-2,1,44,1,80,20250813-2/000044-1.npy
20250813-2,1,44,2,100,20250813-2/000044-2.npy
20250813-2,1,45,0,60,20250813-2/000045-0.npy
20250813-2,1,45,1,80,20250813-2/000045-1.npy
20250813-2,1,45,2,100,20250813-2/000045-2.npy
20250813-2,1,46,0,60,20250813-2/000046-0.npy
20250813-2,1,46,1,80,20250813-2/000046-1.npy
20250813-2,1,46,2,100,20250813-2/000046-2.npy
20250813-2,1,47,0,60,20250813-2/000047-0.npy
20250813-2,1,47,1,80,20250813-2/000047-1.npy
20250813-2,1,47,2,100,20250813-2/000047-2.npy
20250813-2,1,48,0,60,20250813-2/000048-0.npy
20250813-2,1,48,1,80,20250813-2/000048-1.npy
20250813-2,1,48,2,100,20250813-2/000048-2.npy
20250813-2,1,49,0,60,20250813-2/000049-0.npy
20250813-2,1,49,1,80,20250813-2/000049-1.npy
20250813-2,1,49,2,100,20250813-2/000049-2.npy
20250813-2,1,50,0,60,20250813-2/000050-0.npy
20250813-2,1,50,1,80,20250813-2/000050-1.npy
20250813-2,1,50,2,100,20250813-2/000050-2.npy
20250813-2,1,51,0,60,20250813-2/000051-0.npy
20250813-2,1,51,1,80,20250813-2/000051-1.npy
20250813-2,1,51,2,100,20250813-2/000051-2.npy
20250813-2,1,52,0,60,20250813-2/000052-0.npy
20250813-2,1,52,1,80,20250813-2/000052-1.npy
20250813-2,1,52,2,100,20250813-2/000052-2.npy
20250813-2,1,53,0,60,20250813-2/000053-0.npy
20250813-2,1,53,1,80,20250813-2/000053-1.npy
20250813-2,1,53,2,100,20250813-2/000053-2.npy
20250813-2,1,54,0,60,20250813-2/000054-0.npy
20250813-2,1,54,1,80,20250813-2/000054-1.npy
20250813-2,1,54,2,100,20250813-2/000054-2.npy
20250813-2,1,55,0,60,20250813-2/000055-0.npy
20250813-2,1,55,1,80,20250813-2/000055-1.npy
20250813-2,1,55,2,100,20250813-2/000055-2.npy
20250813-2,1,56,0,60,20250813-2/000056-0.npy
20250813-2,1,56,1,80,20250813-2/000056-1.npy
20250813-2,1,56,2,100,20250813-2/000056-2.npy
20250813-2,1,57,0,60,20250813-2/000057-0.npy
20250813-2,1,57,1,80,20250813-2/000057-1.npy
20250813-2,1,57,2,100,20250813-2/000057-2.npy
20250813-2,1,58,0,60,20250813-2/000058-0.npy
20250813-2,1,58,1,80,20250813-2/000058-1.npy
20250813-2,1,58,2,100,20250813-2/000058-2.npy
20250813-2,1,59,0,60,20250813-2/000059-0.npy
20250813-2,1,59,1,80,20250813-2/000059-1.npy
20250813-2,1,59,2,100,20250813-2/000059-2.npy
20250813-2,1,60,0,60,20250813-2/000060-0.npy
20250813-2,1,60,1,80,20250813-2/000060-1.npy
20250813-2,1,60,2,100,20250813-2/000060-2.npy
20250813-2,1,61,0,60,20250813-2/000061-0.npy
20250813-2,1,61,1,80,20250813-2/000061-1.npy
20250813-2,1,61,2,100,20250813-2/000061-2.npy
20250813-2,1,62,0,60,20250813-2/000062-0.npy
20250813-2,1,62,1,80,20250813-2/000062-1.npy
20250813-2,1,62,2,100,20250813-2/000062-2.npy
20250813-2,1,63,0,60,20250813-2/000063-0.npy
20250813-2,1,63,1,80,20250813-2/000063-1.npy
20250813-2,1,63,2,100,20250813-2/000063-2.npy
20250813-2,1,64,0,60,20250813-2/000064-0.npy
20250813-2,1,64,1,80,20250813-2/000064-1.npy
20250813-2,1,64,2,100,20250813-2/000064-2.npy
20250813-2,1,65,0,60,20250813-2/000065-0.npy
20250813-2,1,65,1,80,20250813-2/000065-1.npy
20250813-2,1,65,2,100,20250813-2/000065-2.npy
20250813-2,1,66,0,60,20250813-2/000066-0.npy
20250813-2,1,66,1,80,20250813-2/000066-1.npy
20250813-2,1,66,2,100,20250813-2/000066-2.npy
20250813-2,1,67,0,60,20250813-2/000067-0.npy
20250813-2,1,67,1,80,20250813-2/000067-1.npy
20250813-2,1,67,2,100,20250813-2/000067-2.npy
20250813-2,1,68,0,60,20250813-2/000068-0.npy
20250813-2,1,68,1,80,20250813-2/000068-1.npy
20250813-2,1,68,2,100,20250813-2/000068-2.npy
20250813-2,1,69,0,60,20250813-2/000069-0.npy
20250813-2,1,69,1,80,20250813-2/000069-1.npy
20250813-2,1,69,2,100,20250813-2/000069-2.npy
20250813-2,1,70,0,60,20250813-2/000070-0.npy
20250813-2,1,70,1,80,20250813-2/000070-1.npy
20250813-2,1,70,2,100,20250813-2/000070-2.npy
20250813-2,1,71,0,60,20250813-2/000071-0.npy
20250813-2,1,71,1,80,20250813-2/000071-1.npy
20250813-2,1,71,2,100,20250813-2/000071-2.npy
20250813-2,1,72,0,60,20250813-2/000072-0.npy
20250813-2,1,72,1,80,20250813-2/000072-1.npy
20250813-2,1,72,2,100,20250813-2/000072-2.npy
20250813-2,1,73,0,60,20250813-2/000073-0.npy
20250813-2,1,73,1,80,20250813-2/000073-1.npy
20250813-2,1,73,2,100,20250813-2/000073-2.npy
20250813-2,1,74,0,60,20250813-2/000074-0.npy
20250813-2,1,74,1,80,20250813-2/000074-1.npy
20250813-2,1,74,2,100,20250813-2/000074-2.npy
20250813-2,1,75,0,60,20250813-2/000075-0.npy
20250813-2,1,75,1,80,20250813-2/000075-1.npy
20250813-2,1,75,2,100,20250813-2/000075-2.npy
20250813-2,1,76,0,60,20250813-2/000076-0.npy
20250813-2,1,76,1,80,20250813-2/000076-1.npy
20250813-2,1,76,2,100,20250813-2/000076-2.npy
20250813-2,1,77,0,60,20250813-2/000077-0.npy
20250813-2,1,77,1,80,20250813-2/000077-1.npy
20250813-2,1,77,2,100,20250813-2/000077-2.npy
20250813-2,1,78,0,60,20250813-2/000078-0.npy
20250813-2,1,78,1,80,20250813-2/000078-1.npy
20250813-2,1,78,2,100,20250813-2/000078-2.npy
20250813-2,1,79,0,60,20250813-2/000079-0.npy
20250813-2,1,79,1,80,20250813-2/000079-1.npy
20250813-2,1,79,2,100,20250813-2/000079-2.npy
20250813-2,1,80,0,60,20250813-2/000080-0.npy
20250813-2,1,80,1,80,20250813-2/000080-1.npy
20250813-2,1,80,2,100,20250813-2/000080-2.npy
20250813-2,1,81,0,60,20250813-2/000081-0.npy
20250813-2,1,81,1,80,20250813-2/000081-1.npy
20250813-2,1,81,2,100,20250813-2/000081-2.npy
20250813-2,1,82,0,60,20250813-2/000082-0.npy
20250813-2,1,82,1,80,20250813-2/000082-1.npy
20250813-2,1,82,2,100,20250813-2/000082-2.npy
20250813-2,2,83,0,120,20250813-2/000083-0.npy
20250813-2,2,83,1,140,20250813-2/000083-1.npy
20250813-2,2,83,2,160,20250813-2/000083-2.npy
20250813-2,2,84,0,120,20250813-2/000084-0.npy
20250813-2,2,84,1,140,20250813-2/000084-1.npy
20250813-2,2,84,2,160,20250813-2/000084-2.npy
20250813-2,2,85,0,120,20250813-2/000085-0.npy
20250813-2,2,85,1,140,20250813-2/000085-1.npy
20250813-2,2,85,2,160,20250813-2/000085-2.npy
20250813-2,2,86,0,120,20250813-2/000086-0.npy
20250813-2,2,86,1,140,20250813-2/000086-1.npy
20250813-2,2,86,2,160,20250813-2/000086-2.npy
20250813-2,2,87,0,120,20250813-2/000087-0.npy
20250813-2,2,87,1,140,20250813-2/000087-1.npy
20250813-2,2,87,2,160,20250813-2/000087-2.npy
20250813-2,2,88,0,120,20250813-2/000088-0.npy
20250813-2,2,88,1,140,20250813-2/000088-1.npy
20250813-2,2,88,2,160,20250813-2/000088-2.npy
20250813-2,2,89,0,120,20250813-2/000089-0.npy
20250813-2,2,89,1,140,20250813-2/000089-1.npy
20250813-2,2,89,2,160,20250813-2/000089-2.npy
20250813-2,2,90,0,120,20250813-2/000090-0.npy
20250813-2,2,90,1,140,20250813-2/000090-1.npy
20250813-2,2,90,2,160,20250813-2/000090-2.npy
20250813-2,2,91,0,120,20250813-2/000091-0.npy
20250813-2,2,91,1,140,20250813-2/000091-1.npy
20250813-2,2,91,2,160,20250813-2/000091-2.npy
20250813-2,2,92,0,120,20250813-2/000092-0.npy
20250813-2,2,92,1,140,20250813-2/000092-1.npy
20250813-2,2,92,2,160,20250813-2/000092-2.npy
20250813-2,2,93,0,120,20250813-2/000093-0.npy
20250813-2,2,93,1,140,20250813-2/000093-1.npy
20250813-2,2,93,2,160,20250813-2/000093-2.npy
20250813-2,2,94,0,120,20250813-2/000094-0.npy
20250813-2,2,94,1,140,20250813-2/000094-1.npy
20250813-2,2,94,2,160,20250813-2/000094-2.npy
20250813-2,2,95,0,120,20250813-2/000095-0.npy
20250813-2,2,95,1,140,20250813-2/000095-1.npy
20250813-2,2,95,2,160,20250813-2/000095-2.npy
20250813-2,2,96,0,120,20250813-2/000096-0.npy
20250813-2,2,96,1,140,20250813-2/000096-1.npy
20250813-2,2,96,2,160,20250813-2/000096-2.npy
20250813-2,2,97,0,120,20250813-2/000097-0.npy
20250813-2,2,97,1,140,20250813-2/000097-1.npy
20250813-2,2,97,2,160,20250813-2/000097-2.npy
20250813-2,2,98,0,120,20250813-2/000098-0.npy
20250813-2,2,98,1,140,20250813-2/000098-1.npy
20250813-2,2,98,2,160,20250813-2/000098-2.npy
20250813-2,2,99,0,120,20250813-2/000099-0.npy
20250813-2,2,99,1,140,20250813-2/000099-1.npy
20250813-2,2,99,2,160,20250813-2/000099-2.npy
20250813-2,2,100,0,120,20250813-2/000100-0.npy
20250813-2,2,100,1,140,20250813-2/000100-1.npy
20250813-2,2,100,2,160,20250813-2/000100-2.npy
20250813-2,2,101,0,120,20250813-2/000101-0.npy
20250813-2,2,101,1,140,20250813-2/000101-1.npy
20250813-2,2,101,2,160,20250813-2/000101-2.npy
20250813-2,2,102,0,120,20250813-2/000102-0.npy
20250813-2,2,102,1,140,20250813-2/000102-1.npy
20250813-2,2,102,2,160,20250813-2/000102-2.npy
20250813-2,2,103,0,120,20250813-2/000103-0.npy
20250813-2,2,103,1,140,20250813-2/000103-1.npy
20250813-2,2,103,2,160,20250813-2/000103-2.npy
20250813-2,2,104,0,120,20250813-2/000104-0.npy
20250813-2,2,104,1,140,20250813-2/000104-1.npy
20250813-2,2,104,2,160,20250813-2/000104-2.npy
20250813-2,2,105,0,120,20250813-2/000105-0.npy
20250813-2,2,105,1,140,20250813-2/000105-1.npy
20250813-2,2,105,2,160,20250813-2/000105-2.npy
20250813-2,2,106,0,120,20250813-2/000106-0.npy
20250813-2,2,106,1,140,20250813-2/000106-1.npy
20250813-2,2,106,2,160,20250813-2/000106-2.npy
20250813-2,2,107,0,120,20250813-2/000107-0.npy
20250813-2,2,107,1,140,20250813-2/000107-1.npy
20250813-2,2,107,2,160,20250813-2/000107-2.npy
20250813-2,2,108,0,120,20250813-2/000108-0.npy
20250813-2,2,108,1,140,20250813-2/000108-1.npy
20250813-2,2,108,2,160,20250813-2/000108-2.npy
20250813-2,2,109,0,120,20250813-2/000109-0.npy
20250813-2,2,109,1,140,20250813-2/000109-1.npy
20250813-2,2,109,2,160,20250813-2/000109-2.npy
20250813-2,2,110,0,120,20250813-2/000110-0.npy
20250813-2,2,110,1,140,20250813-2/000110-1.npy
20250813-2,2,110,2,160,20250813-2/000110-2.npy
20250813-2,2,111,0,120,20250813-2/000111-0.npy
20250813-2,2,111,1,140,20250813-2/000111-1.npy
20250813-2,2,111,2,160,20250813-2/000111-2.npy
20250813-2,2,112,0,120,20250813-2/000112-0.npy
20250813-2,2,112,1,140,20250813-2/000112-1.npy
20250813-2,2,112,2,160,20250813-2/000112-2.npy
20250813-2,2,113,0,120,20250813-2/000113-0.npy
20250813-2,2,113,1,140,20250813-2/000113-1.npy
20250813-2,2,113,2,160,20250813-2/000113-2.npy
20250813-2,2,114,0,120,20250813-2/000114-0.npy
20250813-2,2,114,1,140,20250813-2/000114-1.npy
20250813-2,2,114,2,160,20250813-2/000114-2.npy
20250813-2,2,115,0,120,20250813-2/000115-0.npy
20250813-2,2,115,1,140,20250813-2/000115-1.npy
20250813-2,2,115,2,160,20250813-2/000115-2.npy
20250813-2,2,116,0,120,20250813-2/000116-0.npy
20250813-2,2,116,1,140,20250813-2/000116-1.npy
20250813-2,2,116,2,160,20250813-2/000116-2.npy
20250813-2,2,117,0,120,20250813-2/000117-0.npy
20250813-2,2,117,1,140,20250813-2/000117-1.npy
20250813-2,2,117,2,160,20250813-2/000117-2.npy
20250813-2,2,118,0,120,20250813-2/000118-0.npy
20250813-2,2,118,1,140,20250813-2/000118-1.npy
20250813-2,2,118,2,160,20250813-2/000118-2.npy
20250813-2,2,119,0,120,20250813-2/000119-0.npy
20250813-2,2,119,1,140,20250813-2/000119-1.npy
20250813-2,2,119,2,160,20250813-2/000119-2.npy
20250813-2,2,120,0,120,20250813-2/000120-0.npy
20250813-2,2,120,1,140,20250813-2/000120-1.npy
20250813-2,2,120,2,160,20250813-2/000120-2.npy
20250813-2,2,121,0,120,20250813-2/000121-0.npy
20250813-2,2,121,1,140,20250813-2/000121-1.npy
20250813-2,2,121,2,160,20250813-2/000121-2.npy
20250813-2,2,122,0,120,20250813-2/000122-0.npy
20250813-2,2,122,1,140,20250813-2/000122-1.npy
20250813-2,2,122,2,160,20250813-2/000122-2.npy
20250813-2,2,123,0,120,20250813-2/000123-0.npy
20250813-2,2,123,1,140,20250813-2/000123-1.npy
20250813-2,2,123,2,160,20250813-2/000123-2.npy
20250813-2,2,124,0,120,20250813-2/000124-0.npy
20250813-2,2,124,1,140,20250813-2/000124-1.npy
20250813-2,2,124,2,160,20250813-2/000124-2.npy
20250813-2,2,125,0,120,20250813-2/000125-0.npy
20250813-2,2,125,1,140,20250813-2/000125-1.npy
20250813-2,2,125,2,160,20250813-2/000125-2.npy
20250813-2,2,126,0,120,20250813-2/000126-0.npy
20250813-2,2,126,1,140,20250813-2/000126-1.npy
20250813-2,2,126,2,160,20250813-2/000126-2.npy
20250813-2,2,127,0,120,20250813-2/000127-0.npy
20250813-2,2,127,1,140,20250813-2/000127-1.npy
20250813-2,2,127,2,160,20250813-2/000127-2.npy
20250813-2,2,128,0,120,20250813-2/000128-0.npy
20250813-2,2,128,1,140,20250813-2/000128-1.npy
20250813-2,2,128,2,160,20250813-2/000128-2.npy
20250813-2,2,129,0,120,20250813-2/000129-0.npy
20250813-2,2,129,1,140,20250813-2/000129-1.npy
20250813-2,2,129,2,160,20250813-2/000129-2.npy
20250813-2,2,130,0,120,20250813-2/000130-0.npy
20250813-2,2,130,1,140,20250813-2/000130-1.npy
20250813-2,2,130,2,160,20250813-2/000130-2.npy
20250813-2,2,131,0,120,20250813-2/000131-0.npy
20250813-2,2,131,1,140,20250813-2/000131-1.npy
20250813-2,2,131,2,160,20250813-2/000131-2.npy
20250813-2,2,132,0,120,20250813-2/000132-0.npy
20250813-2,2,132,1,140,20250813-2/000132-1.npy
20250813-2,2,132,2,160,20250813-2/000132-2.npy
20250813-2,2,133,0,120,20250813-2/000133-0.npy
20250813-2,2,133,1,140,20250813-2/000133-1.npy
20250813-2,2,133,2,160,20250813-2/000133-2.npy
20250813-2,2,134,0,120,20250813-2/000134-0.npy
20250813-2,2,134,1,140,20250813-2/000134-1.npy
20250813-2,2,134,2,160,20250813-2/000134-2.npy
20250813-2,2,135,0,120,20250813-2/000135-0.npy
20250813-2,2,135,1,140,20250813-2/000135-1.npy
20250813-2,2,135,2,160,20250813-2/000135-2.npy
20250813-2,2,136,0,120,20250813-2/000136-0.npy
20250813-2,2,136,1,140,20250813-2/000136-1.npy
20250813-2,2,136,2,160,20250813-2/000136-2.npy
20250813-2,2,137,0,120,20250813-2/000137-0.npy
20250813-2,2,137,1,140,20250813-2/000137-1.npy
20250813-2,2,137,2,160,20250813-2/000137-2.npy
20250813-2,2,138,0,120,20250813-2/000138-0.npy
20250813-2,2,138,1,140,20250813-2/000138-1.npy
20250813-2,2,138,2,160,20250813-2/000138-2.npy
20250813-2,2,139,0,120,20250813-2/000139-0.npy
20250813-2,2,139,1,140,20250813-2/000139-1.npy
20250813-2,2,139,2,160,20250813-2/000139-2.npy
20250813-2,3,140,0,180,20250813-2/000140-0.npy
20250813-2,3,140,1,200,20250813-2/000140-1.npy
